ID,CSE-111,CSE-112,MAT-111,PHY-111,PHY-112,CEL-111,CSE-121,CSE-122,MAT-121,PHY-121,PHY-122,CEL-121,CSE-131,CSE-132,CSE-133,CSE-134,MAT-131,BDS-127,CSE-211,CSE-212,CSE-213,CSE-214,CSE-215,MAT-211,CSE-221,CSE-222,CSE-223,CSE-224,MAT-221,STA-221,CSE-231,CSE-233,CSE-234,CSE-235,CSE-236,IEC-231,CSE-311,CSE-312,CSE-313,CSE-314,CSE-315,BNA-311,CSE-321,CSE-322,CSE-323,CSE-324,CSE-325,CSE-327,CSE-331,CSE-332,CSE-333,CSE-334,CSE-335,CSE-336,CSE-337,CSE-338,CSE-411,CSE-412,CSE-413,CSE-415,CSE-416,CSE-417,CSE-483,CSE-489,CSE-491,CSE-499
142030101043,3,4,3,2.75,3.5,3.5,3.5,2.25,3,3.5,3.5,2.5,2,4,3.25,3.25,3.5,2.75,2,2,3,3.5,3.5,3.25,2.5,3.5,2.75,3.5,3.5,3,3.5,3.25,3,2.75,3.5,3,3.25,3.5,3,2.75,3,3.25,3,3.5,2.25,3.25,3.25,3,3.5,2,3.25,3,3,2.5,2.75,4,2.75,2,2.75,3,2.25,3.25,4,2.75,2,2.75
142030101044,3.25,3.5,3.25,3.5,4,3.25,4,3.25,3.5,3.25,3.25,3.5,3,3.25,3.25,3.25,3,3,4,3.5,3.5,3.5,3.5,3.5,4,4,3.5,3.25,3.5,3.25,3.5,3.25,4,3.5,4,3.5,2.75,3.5,2.75,3.25,3,3.25,2.25,3.25,3.5,4,4,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.25,3.25,3.5,2.75,3,3,2.75,3.5,3.5,3.5,2.5
142030101045,3.25,4,3.25,3.5,3.5,3.25,4,3.25,3.5,3.25,3.25,3.5,2.25,2.5,3.25,2.5,3.5,3,3.5,3,3.5,3.5,3.5,3.5,4,4,3.5,3.25,3.5,3.25,3.5,3.25,4,3,2.75,2.5,3.25,3.25,2.75,2,2.75,2.75,2,3.25,3.5,4,4,3.5,3.5,4,3.5,4,4,3.5,3.5,2,2,4,2.5,3,2.25,2.25,4,3.25,3.25,3.25
142030101046,3.5,2,3.25,2.5,3.5,3.25,3.5,3,3,2.5,4,3.5,3.25,2.75,4,3.25,3.5,3.5,2,3.25,3,4,3.25,3,3,3.5,2.75,3.5,4,3,3.5,3.5,2.75,2.75,3.5,3.5,3,3.5,4,3.5,3.5,3.5,3.25,3,3.5,4,4,3.5,3.5,2,2.75,3,2.75,3.25,3,3.5,3,3.25,3.5,3,3.5,2.75,4,3.5,2.5,2.75
142030101047,4,4,3.25,3.25,3.5,3.5,3,3.25,2.25,3.25,4,2.75,2,3.25,4,3.5,3.5,4,2.75,3.5,3.25,3.5,3.5,4,3,4,4,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.75,3,2.5,3.5,3,2.25,3,3.5,2.75,3.5,2.25,4,3.5,3,3.5,2,3.25,2.75,2.25,2.75,3,4,2.25,3.5,2.75,3,2.75,2.5,2,3,2,3.25
142030101048,2,2.75,2.75,2.5,3.25,2.5,2.5,2.5,3.75,4,4,2.5,2.5,2,3,3,3.5,3.75,2.5,3.5,2,2,2,2.75,2.75,2.5,3.25,2.5,2.5,2.5,3.5,2,2,3.5,2,4,2.5,3.5,2.25,3.5,3.25,3.5,2.5,2.75,2,2.75,2.75,2.5,3.25,2.5,2.5,2.5,3.5,2,2,3.25,3.25,2.5,2.75,2.75,2.5,2.75,2.75,3,2.75,2.75
142030101049,4,4,3.75,3.25,4,4,4,3.5,2.25,2.25,4,3.75,2.75,3.75,4,4,4,4,3.25,4,3.75,4,4,3.75,3.5,3.75,3.25,3,4,3.75,4,4,3.75,3.75,4,3,2,3.5,2.75,4,4,2.75,2.75,2.75,4,4,4,4,4,4,4,3.75,4,3.75,3.75,3.5,3.75,4,3,2.75,2.5,3,4,4,2.5,4
142030101050,3.75,2.75,3,3.5,3.25,3.5,2,3.75,4,4,4,3.75,2.75,3.75,4,4,3.75,3.25,3,2.75,2,3.5,3.5,3.25,3.5,2,3.75,3.75,4,3.25,2,2,2,3.5,2,2,2,2.75,2.75,2.5,3.25,2.5,2.5,2.5,2,3.25,3.75,4,3.25,2,2,2,3.75,2.75,3,2,2.75,2.75,2.75,2.5,2.5,2,2.75,2.75,2.5,4
142030101051,4,4,4,3.75,4,4,4,2.75,2.5,2.5,4,4,4,3.75,4,3.75,3.75,4,4,4,3.75,4,4,3.75,3.5,4,4,4,4,3.5,4,4,4,4,4,4,3.5,4,3.25,4,4,4,2.75,2.75,4,4,4,4,4,4,4,3.75,4,3.75,3.75,3.75,4,4,3.25,3,4,3.75,4,4,2.5,3.25
142030101052,4,4,4,4,3.5,4,4,3.75,3.75,3.75,3.75,3.25,3,2.5,2,3.75,3.75,4,3.75,4,4,4,4,4,3.75,4,4,4,4,4,4,4,4,2,3.25,3.25,2.25,3.5,3.25,2.75,3.25,3,2.25,2.75,4,4,3.75,4,4,4,4,3.75,4,4,4,3.5,3,3.75,3.5,2.5,3.75,2,3.75,3.75,2,3.75
142030101053,4,4,3.5,4,4,4,4,4,3.25,3.25,4,3.25,2.5,3.5,3.5,3.75,3.5,4,3.5,4,4,4,4,3.75,3.75,4,4,3.75,4,3.75,4,3.75,4,3,3.25,4,3.75,3.5,2.75,3,3.5,3.25,3,2.5,4,3.75,3.5,3.75,4,3,3.75,3.75,4,4,3.5,3.5,3,4,3.75,2.75,4,3,3.5,3.5,2,3.75
142030101054,4,4,3.75,4,3.75,4,4,3.75,3.25,3.25,3.75,3.75,4,3.25,4,3.75,4,4,4,4,4,4,4,4,3.25,4,4,4,4,4,4,4,4,2.75,3.25,4,3.5,3.5,3,3.5,3.5,4,3.5,3,4,4,4,4,4,3.75,4,4,4,3.75,4,3.75,3.75,4,4,3.75,4,2,4,4,4,4
142030101055,4,4,3.25,4,4,4,4,3.75,3.5,3.5,4,4,3.25,3,3.25,4,4,4,4,4,4,4,4,3.75,4,4,4,3.25,4,3.5,4,3.25,4,2,3.25,2.5,2.75,3.25,2.75,2.75,3.75,3.5,2.5,2.5,4,3.5,3.75,4,3.75,3.75,4,3.75,3.75,4,3.5,3.75,3.25,3.5,3.25,2.75,4,3.25,3.25,3.25,3.5,4
142030101056,2.5,3.25,2.75,2.25,2.5,4,3.75,2.25,2,2,4,2.5,2.75,3.75,3,2.75,3.75,4,3.25,2,3.5,4,3.75,3.25,2.5,3.25,2,3,3.5,2.5,3.5,4,2.75,3.5,3.25,3.5,2.5,3.25,3,2,2.75,3.5,3.25,2.75,2,3,3.75,3.25,3.5,2,3.25,2.75,3,2.75,2.5,3.75,2.5,3.5,2.75,3,3.25,3.25,3.75,2.75,2,2.75
142030101057,2,2.75,2,2.5,3.25,2.5,3.25,3,2,2,3.75,2,2.5,2.5,3.25,4,3.75,3.75,2.5,2.5,3.5,3.5,3.25,3.5,3,3.75,2,2.25,3.25,2,3.5,2,2,2.25,2,2.25,2,3,3,3.25,3,2.75,2.25,3,3.75,3.25,2.5,3,3.5,2,3.5,2.5,3.25,3,2,3.75,2,3.5,3,2.75,3.5,2,2.5,2.75,2.25,2.5
142030101058,4,3,2.75,2.25,2.5,2.75,2,2.5,2,2,3.25,3.25,2.75,2,3,3.75,4,3.25,2,2,2,3.75,3.25,3,2.5,3.5,3,2.75,4,3.75,2.25,2.5,3.25,2.75,3.5,3.5,3,4,2.25,2,3.75,3.25,3.25,3,2.75,3,3.5,3.25,3.5,2,3.75,2.25,3.75,2.25,2.75,3,3.25,3,3.75,3.5,2,2.75,3.25,3.25,2,4
142030101059,3.25,4,4,3.25,4,4,4,3.75,3.25,3.25,4,3.5,4,3.5,4,3.25,3.5,4,4,3.5,3.5,4,4,4,3.5,3.75,3.5,4,3.75,3,4,3.75,3.75,3.25,4,4,4,3.75,2.75,3.5,3.75,3.75,3.75,4,4,4,3.5,4,4,3,3.5,3.25,3.75,4,3.75,4,3.75,4,4,3.5,3.25,3.5,4,3.75,2.75,4
142030101060,4,4,3.75,3.75,4,4,4,4,3.5,3.5,4,3.25,3.25,3.25,3.75,4,4,4,3.5,3.5,4,4,4,4,4,3.75,4,4,3.75,3.75,4,4,4,4,4,3.25,3.75,4,3.75,2.75,3.25,4,3.5,3.75,3.5,3.75,4,4,4,3.75,4,3.5,4,3.75,3.5,3.75,3.5,4,3.5,3,3.75,2.75,3.25,3.5,2.25,3.25
142030101061,3.25,3,3.25,2.25,3,3.5,3.5,2.75,2,2,3.75,2.75,2.5,2.5,3.75,3.5,4,4,3.5,2.75,3.75,4,3.5,3.5,2.75,3.25,2.25,3,3.5,3,4,3.75,2.25,2,3.25,2,2.25,3.5,3.25,3,3.25,3,2.25,2.75,3.5,3.75,3.5,3.25,4,2,3.25,2.5,3.25,3,3,3.5,3.25,4,2.75,3,3.5,2,3,2.75,2.25,3.25
142030101062,3.5,4,3.5,4,3.75,3.5,4,4,3.5,3.5,4,4,3.5,3.5,3.75,3.5,4,4,3.75,3.75,3.75,4,4,3.75,3.75,4,4,3.25,4,3.25,4,4,3.75,2.25,3,3.5,3,3.25,2.75,2,3.75,3.25,3.25,3.5,4,3.75,3.5,3.75,4,3.25,3.25,4,3.75,3.75,3.25,3.5,3,3.75,4,2.75,4,2.5,3.75,3.75,2.75,3.25
142030101063,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.75,4,4,4,4,4,3.5,4,4,3.75,3.75,3,4,4,4,3.5,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.75,4,3.5,4,4,3.75,4
142030101064,4,4,3,3.5,3.75,4,4,3.5,3.75,3.75,3.75,3.5,4,2.25,3,4,4,4,3.75,3.75,3.5,4,4,4,3.25,4,4,3.5,4,3.5,4,3.25,4,4,2.75,3.75,2.25,3.25,4,3.75,3.75,4,2.75,2.75,3.75,3,3.75,4,3.75,3.75,4,3.75,4,3.5,3.5,4,3.25,4,3.5,2.75,3.25,3.25,4,3.75,3.25,4
142030101065,3.5,4,3.25,3.25,4,3.5,4,3.75,3.5,3.5,4,2.75,2,2,3.25,3.5,4,2.5,2,2.75,3,4,3.5,3.25,3.5,3.5,3.25,3.25,4,3.5,4,3.25,3.5,3,4,3.25,3.75,4,3.25,2.5,2.75,3.75,2.75,3,2.5,3.25,3.25,3,4,2,3,2.75,3.25,2.75,3,4,2.25,4,2.75,3,2.5,3,2.25,2.75,2.25,2.75
142030101066,3,3.75,3,2.75,3.5,3.5,3.5,3.5,3,3,4,2.5,2,3.75,3.25,3.25,4,2.75,2,2,3,4,3.5,3.25,2.5,3.5,2.75,3.5,4,3,4,3.25,3,2.75,3.5,3,3.25,4,3,2.75,3,3.25,3,3.5,2.25,3.25,3.25,3,4,2,3.25,3,3,2.5,2.75,3.75,2.75,4,2.75,3,2.25,3.25,3.75,2.75,2,2.75
142030101067,3,3.5,3,3.5,3.75,3.5,3.75,3.5,4,4,4,4,3,3.25,3.25,3.25,3,3,3.75,4,4,3.5,3.5,3.5,3.75,3.75,4,3.5,4,4,4,3.25,3.75,3.5,3.75,4,2.75,3.5,2.75,3.25,3,3.25,2.25,3.25,4,3.75,3.75,4,3.5,3.75,3.75,4,3.5,4,4,3.25,3.25,3.75,2.75,3,3,2.75,4,3.5,3.5,2.5
142030101068,3,3.75,3,4,4,3.5,3.75,3.5,4,4,4,3.5,2.25,2.5,3.25,2.5,4,3,3.5,3,3.5,3.5,4,4,3.75,3.75,4,4,4,3.5,4,3.25,3.75,3,2.75,2.5,2.5,3.25,2.75,2,2.75,2.75,2,3.25,4,3.75,3.75,4,3.5,3.75,4,3.75,3.75,4,4,2,2,3.75,2.5,3,2.25,2.25,3.75,3.25,3.75,3.5
142030101069,3.5,2,3.5,2.5,3.5,3.25,3.5,2.5,3,3,3.75,4,3.25,2.75,3.75,3.25,3.5,3.5,2,3.25,3,3.75,3.25,3,3,3.5,2.75,3.5,3.75,3,4,4,2.75,2.75,4,4,3,4,3.75,3.5,3.5,3.5,3.25,3,3.5,3.75,3.75,3.5,4,2,2.75,3,2.75,3.25,3,3.5,3,4,4,3,3.5,2.75,3.75,3.5,2.5,2.75
142030101070,3.75,3.75,3.25,3.25,4,3.5,3,3.25,2.25,2.25,3.75,2.75,2,3.25,3.75,4,4,3.75,2.75,3.5,3.25,4,4,3.75,3,3.75,3.75,4,3.5,3.5,4,4,3.5,2.5,2.75,3,2.5,3.5,3,2.25,3,3.5,2.75,3.5,2.25,3.75,3.5,3,4,2,3.25,2.75,2.25,2.75,3,3.75,2.25,3.75,2.75,3,2.75,2.5,2,3,2,3.25
142030101071,4,3.25,3.5,3,3.5,4,3.75,3,3.5,3.75,2.5,3.5,3.75,3.5,3.75,2,2.5,3.75,2,3,2,2.25,3.5,3.25,3.5,2.75,3.5,4,3.75,3,3,3.5,3,2.5,3.75,2.25,2.75,3.5,3,2.25,4,2,2,3.25,3.25,3,3.25,2.5,3.75,2.5,2.75,2.75,2.5,3.75,3.5,3.25,2.75,3.5,2.75,3.5,3.75,2.5,2.5,3.5,2.5,2.5
142030101072,3,3,2,3.75,3,2.75,3.5,4,3.5,2.5,3.75,2.75,2.25,2.75,3.5,2.25,2,2,2.75,2,3.25,2.75,3.5,4,3.5,2.5,3.75,2.25,3,2.5,3.75,3.5,3,2.5,2.25,2,2.75,3.25,3.75,2.5,2.75,3.25,2.75,2.75,2.5,3.25,2.75,2,3,3,3,2,3.75,3,2.75,4,3,3.25,2.75,2,3,3.75,4,3.5,2.75,2
142030101073,3,3.75,3,2.75,3.5,3.5,3.5,3.5,3,3,4,2.5,2,3.75,3.25,3.25,4,2.75,2,2,3,4,3.5,3.25,2.5,3.5,2.75,3.5,4,3,4,3.25,3,3.5,4,4,3.75,3.75,3,4,4,4,3.5,3.75,2.25,3.25,3.25,3,4,2,3.25,3,3,2.5,2.75,4,4,4,4,3.75,4,3.5,3.75,2.75,2,2.75
142030101074,3.75,4,4,3.5,4,2.25,3.75,3.5,2.75,3.25,3.75,2.25,3.5,3,3,3.5,3,2.75,2.75,3.25,3.25,3.75,3,4,3.75,3.5,4,3.5,3.75,3.75,4,3,3.5,3.75,4,3.5,4,4,3.5,3,3.75,3.5,3.75,3.75,2.75,3,3.25,4,3,3.5,3.75,3.75,2.75,3.75,3.75,4,3,3.75,3.5,3.75,3.25,3.25,3.25,3.25,2.5,3
142030101075,4,3.5,3.75,3,4,4,4,3.75,4,3.75,3.5,3.75,2.5,2.25,4,2.5,3,2.75,2.75,3.5,2.5,2.75,3.75,4,4,3.5,3.75,4,4,3.25,3.5,4,4,3,4,3,4,4,3.5,3.5,3.75,2.75,3.25,3.5,4,3.75,3.25,3.5,4,3.5,3.25,3.5,3.75,4,3.75,4,3.5,3.75,3.5,3.75,2.75,3,3.25,3.75,3.25,2.75
142030101076,3.25,2.75,2,3.25,3,3,3,2,3.75,2.75,3.5,2.75,2,3.25,2.75,2.5,2.25,2.75,3.25,2.75,2.5,2.25,3,2.75,3.5,2.25,2,2,2.75,2,3.25,2.75,2.5,2,2.5,2.75,3.25,2.75,2.75,2.75,3,3.25,2.75,2,2.75,2,3.25,3,3.25,2,3.25,2.75,2.25,3.75,2,3,3.75,4,3.5,2.75,2,2.75,2.25,3.25,2.5,3
142030101077,3.75,3.5,3.75,3.5,3.75,2.75,2.25,2,2,2.75,3,3.25,2.75,2.5,2.25,2.75,2.75,2.5,2.5,2.25,3.75,2,3.25,2.75,2,3.25,3,3,3,2,3.75,3,2.5,4,4,3.25,4,4,3.75,2.75,2,3.25,2.75,2.5,3,2.75,3.5,2.25,2,2,2.75,2,3.25,2.75,2.5,4,3.75,4,3.5,2.75,2,3.25,2.5,3,2.75,2
142030101078,2.75,2.25,2,2,2.75,2,3,2.75,3.5,3,4,2.75,3.5,2.25,2,2,2.75,2,3.25,2.75,2.5,3.25,4,3,3,2,3,2.5,3.75,3.5,3.75,3.5,3.75,4,4,4,4,4,4,2.5,2,3.5,3.75,3.5,2.75,2,3.25,3,3,3,2,3.75,3,3,2,4,3.75,4,3.5,2.75,2,3.25,2.25,3.75,2,3
142030101079,3.25,2.75,3.25,3,4,3.5,2.75,3.5,3.5,3,4,3.75,2.5,2.25,3.5,2,2.75,2.75,2.25,2.25,2,3.25,3.5,3,3.25,2.75,3.75,3.5,3,3.5,4,4,3.75,3,3.25,3,3.5,3.75,3.75,2.5,4,2.25,2.5,3.75,2,2.75,3.5,3.5,3.5,4,3.75,3.25,2.75,3.75,3.75,3.75,2.75,3.5,2.75,3.5,3,2.75,2.75,3.5,3,2.75
142030101080,3.5,3.75,2.75,2.25,2.5,3.75,3.5,3.75,2.75,2.25,3.5,2.5,2.25,3.75,3.75,2.75,3.75,3.75,2.75,2,3.75,3.75,3.75,2.75,2.25,2.5,3.75,3.5,3.75,2.75,2.25,2.5,3.75,2.25,2.5,2.25,2,2.75,3.25,2.75,2,3.25,2.75,2.5,2.75,2,3.75,3.25,3.75,3.5,3.75,3,2.5,3.75,3.5,3,2.75,2,3.25,2.75,2.5,2.25,2.75,2,3.25,2.75
142030101081,2,2.75,2,3.25,2.75,2.5,3.25,2.75,2,3.25,3,2,2.75,2,3.25,2.75,2.5,3.25,2.75,2,3.25,3,2.25,3,2.5,3.75,3.5,3.75,3.5,3.75,2.75,2.25,2,4,4,4,4,3.25,4,4,4,2.5,4,3,3,3,2,3.75,3,2.75,3.5,4,3.5,2.5,3.75,3.5,3.5,4,4,4,4,3.5,3.75,4,4,3.75
142030101082,3.75,2,3,2.75,3.5,2.25,3.75,3.5,3,3,4,3.25,3.25,2,2.25,3.75,2,3,2.75,3.5,2.25,3.75,3,3,3.5,3.5,3,3,4,3.25,3.25,2,2.25,2,2,2.75,2,3.25,2.75,2.5,3.25,2.75,2,3.25,3.5,3,3,2,4,2,3.75,3.5,3.5,4,4,3,3,3,2,3.75,2.5,3.75,3.5,3.75,2.75,2.25
142030101083,4,4,4,3.5,3.75,4,4,3.75,4,3.75,3.5,4,4,3.75,4,2.75,2.75,4,4,4,3.5,2.75,4,3.25,4,4,4,2.5,4,3,3.5,3.5,4,2.75,2.5,3,3,2.75,3.75,4,3.5,2.75,2,2.75,4,3.75,3.25,4,4,4,3.5,4,4,4,4,4,4,3.75,4,3.75,3.25,2.25,4,3.75,3.75,2.75
142030101084,2.75,2.5,3.25,2.75,2,3.25,3,3,3,2,3.75,3.25,2.75,2.5,3.25,2.75,2,3.25,3,3,3,2,3.75,2,3,2.75,3.5,2.25,2,2,2.75,2,3.25,3,3,2.75,3.5,4,3.5,2.5,3.75,2.25,3,2.5,3.75,2.5,3.75,3.5,3.75,2.75,2.25,3.25,3.25,2,2.25,3.75,3.5,3.75,3.5,3.75,2.75,2.25,2,2,2.75,2
142030101085,3.75,3.75,3.5,3.5,3,2.5,2.25,2.5,2.5,2.25,3.5,2.75,3,3.5,3.5,3,3,3.5,3,3.5,3.25,3.5,4,3.5,3.75,3.5,3.5,3,2.5,2.25,3.5,3.5,3.25,4,4,3.25,2.75,4,3.25,3.25,3.5,3.25,2.75,4,3.75,3.5,3.25,3.75,3,3.75,3.5,3.5,3.5,3.25,3.25,3.5,3,3,3,4,3,3.25,3.5,3.5,3.25,3.25
142030101086,4,3.75,3.75,3.75,3.5,4,2.75,4,4,2.75,3.75,4,3.25,3.5,3.5,4,4,4,3.25,3.5,4,3.5,3.75,3.75,4,3.75,3.75,3.5,4,2.75,3.75,3.5,4,4,4,4,3.5,3.5,4,4,3.5,3.5,3.5,3.5,4,3.5,3.75,3.75,4,3.75,3.75,3.75,3.75,3.75,3.75,4,3.75,3.5,3.5,4,3.25,3.25,3.75,3.75,4,4
142030101087,4,4,4,3.75,3.75,4,2.5,3.5,4,2.5,3.75,3.75,3.25,3.75,3.75,3.25,3.25,4,3,4,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4,2.5,3.75,4,3.5,4,4,4,3,3.5,4,3,3.25,3.5,3,3.5,4,3.75,3.5,4,4,4,4,3.75,3.75,3.5,3.25,3.5,3.5,3.5,3.75,4,3,3.25,3.5,3.5,3.75,3.75
142030101088,3.5,3.75,4,3.75,3.75,4,3.75,2.5,2.5,3.25,3.25,2.25,3.5,3.75,3.75,3.5,3.75,4,3.5,3.25,3.75,3.75,3.5,3.75,3.25,3.75,4,4,4,3.75,2.5,4,3.5,4,4,3,2.25,3.75,3,3.75,3.75,3.25,2.25,3.75,4,4,3.25,3.25,3.75,3.75,3.5,3.5,4,3.25,3.25,4,3.5,4,2.25,4,3,3.25,3.5,3.5,2.5,2.5
142030101089,3.75,4,3.5,3.5,3.75,2.75,2.75,3.5,2.75,2.75,3.75,3,3,3.5,3.5,3,3,4,3.25,3.25,3,3.5,2,3.5,4,3.5,3,3.75,2.75,2.75,3.75,3.75,3.25,3.25,3.25,2,2.25,3.75,2,3,2.75,3.5,2.25,3.75,3.5,3.5,4,4,4,4,3.5,3.5,3,4,4,3.5,3,3,2,4,2,3.75,3.5,3.5,4,4
142030101090,4,3.75,3.5,4,2.25,2.5,2.5,3,2.5,2.5,3.75,2.25,2.75,3.75,3.75,3.25,3.25,3.75,2.75,3.25,3.75,3.75,2.25,4,4,4,3,2.25,2.5,2.5,3.75,4,3.25,2,2,2.75,2,3.25,2.75,2.5,3.25,2.75,2,3.25,4,3.75,3.25,3.5,2.75,3.75,3.5,4,3,3.25,2.75,3,3,3,2,3.75,2.5,3.25,3.5,3.5,2.25,2.25
142030101091,4,4,4,4,3,3.75,2.75,3,3.75,2.75,4,2.5,3.25,3.75,3.75,4,4,4,3.25,3.5,3.5,3.75,2.25,4,4,4,3,3,3.75,2.75,4,4,3.25,4,4,3.25,3.25,3.25,3.25,3,3.5,3.5,3.25,3.25,4,3.75,3.5,3.75,3.75,4,4,4,3,3.5,4,3.75,3,3.5,3.5,4,2.25,3.25,3.75,3.75,3,3
142030101092,4,3.75,3.5,3.75,3.75,3.5,2.5,3.5,3.5,2.5,4,3.75,3,3.75,3.75,3.5,3.5,4,3,4,4,3.75,4,3.75,3.75,3.75,3.5,3.75,3.5,2.5,4,4,3,4,4,4,3.5,4,4,3.75,3.25,3,3.5,4,4,3.75,3.5,4,3.75,3.75,3.5,3.75,3.5,3.5,3.75,3.75,3.75,4,3.75,4,3.25,3.25,3.75,3.75,4,4
142030101093,3.75,3.75,4,3.75,3.5,2.5,2.25,3.75,2.5,2.25,3.75,3.25,3.25,3.75,3.75,3.5,3.5,4,3.25,3.25,3.5,3.75,3.75,3.75,3.75,3.75,3.5,3.5,2.5,2.25,3.75,4,3.25,4,4,4,3.5,4,4,4,4,3.25,3.5,4,3.25,3.75,4,4,4,3.75,4,3.75,3.5,4,4,3.5,3.5,3.5,3.75,4,3.5,3.25,3.75,3.75,4,4
142030101094,3.75,4,3.75,3.75,4,3.75,2.5,2.5,3.75,2.5,4,2.25,2.5,3.5,3.5,3.25,3.25,4,3,3.75,3.5,3.5,3.75,3.75,3.75,3.75,3.25,4,3.75,2.5,4,3.5,3.5,3.75,3.75,3,2.75,3.25,3,3.25,3.5,3.25,2.75,3.25,3.75,3.5,3.5,3.75,3.75,4,3.75,3.75,3.25,3.5,3.5,3.25,3,3.5,3.5,4,3,3.75,3.5,3.5,3.5,3.5
142030101095,4,3.75,3.5,4,3.25,3.75,2.75,4,3.75,2.75,4,4,3,3.75,3.75,3.75,3.75,4,3.5,4,4,3.75,4,4,4,4,3.75,3.25,3.75,2.75,4,3.5,3.25,4,4,4,4,3.75,4,3.75,3.75,3.75,4,3.75,3.25,3.75,4,3.75,3.25,3.75,3.5,4,3.75,4,4,4,4,4,4,4,4,3.75,4,4,3.5,3.5
142030101096,3.75,3.75,3.75,3.75,2.75,3.5,3,4,3.5,3.25,3.5,2.25,3.75,2,3,3,3,3,3,3,3,2.75,2,3.75,3.25,3.75,3.75,4,3.75,3.75,3.75,3.75,3.75,3.5,2.75,2.75,2.25,3,2.75,3,3.25,3.75,4,3.75,3.25,3.25,3.25,3,3,3.75,3.25,3.5,3.5,3.25,3.5,3.25,3,2.25,3.75,3,2.25,2,3,2.25,3.75,3.5
142030101097,4,3.5,3.5,3.5,3.25,3.25,2.25,3.75,3.25,2.25,4,3.75,3.25,4,4,3.5,3.5,4,4,4,4,4,2.25,3.5,3.75,3.5,4,3.25,3.25,2.25,4,4,3.75,4,4,4,3.75,4,4,4,4,4,3.75,4,3.5,4,4,3.5,3.75,3.5,3.5,3.5,4,4,4,4,4,4,3.75,4,4,4,4,4,4,4
142030101098,3.75,4,3.75,3.75,3,3.75,2.25,3.5,3.75,2.25,3.5,3.75,2.75,3.75,3.75,3.25,3.25,4,3.25,3.25,3.75,3.75,2.25,3.75,4,3.75,3.5,3,3.75,2.25,3.5,3.25,3.25,4,4,3.5,3.5,4,3.5,3.75,3.5,3.25,3.5,4,3.25,3.75,3.75,3.25,3.75,4,3.75,3.75,3.5,3.75,3.75,3.75,3.5,4,3.75,4,3,4,4,4,3.75,3.75
142030101099,4,3.75,3.75,4,3.25,4,3,3.75,4,3,4,3.75,3,3.75,3.75,3.5,3.5,4,3.5,3.5,3.75,3.75,4,4,4,4,3.75,3.25,4,3,4,4,3.75,4,4,3.5,2.75,3.75,3.5,4,4,3.5,2.75,3.75,4,3.75,3.5,3.25,3.75,3.75,3.75,4,3.75,3.5,4,3.5,4,4,4,4,3.75,4,4,4,4,4
142030101100,4,3.75,4,3.75,2.75,3.5,3,3.5,3.5,3,4,2.75,3.25,3.25,3.25,3,3,3.75,3.25,3.5,3.5,3.25,3.75,3.75,3.75,3.75,3.75,2.75,3.5,3,4,3.5,3.25,4,4,3,2.25,3.75,3,2.25,2,3,2.25,3.75,3.5,3.25,3.75,3.25,3.75,3.75,4,3.75,3.75,3.75,3.75,3.5,2.25,3.75,2,3,3,3,3,3,3,3
142030101101,3.75,2.5,3.5,3.25,2,3.5,3.75,3.5,3.25,3.75,3,2,3,3.5,3.5,2.75,2.75,3.25,3.25,3,3.75,3.5,3.75,3.25,4,3.25,4,2,3.5,3.75,3,3.25,2.5,3.5,3.5,3.25,2,2.5,3.25,2.5,2,3.25,2,2.5,3,3.5,3.25,2,3.5,2.5,3.5,3.25,4,3,2.75,2.5,2,2.25,2,4,3.25,3.5,3.5,3.5,3,3
142030101102,4,2.75,3.75,3.5,2,2.75,2.5,2.5,2.75,2.5,3.5,2,3.25,3.5,3.5,3,3,3.25,2.75,3.5,3.5,3.5,4,3.5,3.75,3.5,3,2,2.75,2.5,3.5,3.25,3.25,3.5,3.5,2.25,2,2.5,3.25,2,4,3,2,2.5,3.25,3.5,2.75,3.5,3,2.75,3.75,3.5,3,2.75,2.25,2.5,2.25,2.5,2,3,2.75,2.25,2.25,2.25,2.25,2.25
142030101103,3.75,3.5,4,3.5,2.5,2.5,2.75,3.25,2.5,2.75,3.75,2.25,3.25,3.5,3.5,4,4,3.75,2.75,3.5,3.75,3.5,2,3.5,3.75,3.5,3.5,2.5,2.5,2.75,3.75,3.75,3,2,2,3.5,2.5,3.5,3.5,3.5,4,3.25,2.5,3.5,3.25,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.25,2,3.5,2.25,4,2,3.5,3.5,3.5,3.5,3.5
142030101104,3.75,3.5,3.5,3.75,2.5,2.5,2.5,3.25,2.5,2.5,4,2.5,3.25,3.25,3.25,3.25,3.25,3.5,3,3,3.75,3.25,2.25,3.75,4,3.75,3.25,2.5,2.5,2.5,4,3.5,3.25,2,2,2.25,2.25,3,2.25,3.5,3.5,3.5,2.25,3,3.5,3.25,3,3,3,3.5,3.5,3.75,3.25,3,3.25,3.25,2,2.5,2,3,2.5,3.25,3.25,3.25,3,3
